codgr	libgr	sougr	libsougr	codal	libal	libgren	libsougren	codsougr
26	fruits	99	sans	13028	myrtille fraîche	fruits	fruits	2699
26	fruits	99	sans	13029	mûre de ronce fraîche	fruits	fruits	2699
26	fruits	99	sans	13030	nectarine non pelée fraîche	fruits	fruits	2699
26	fruits	99	sans	13034	orange fraîche	fruits	fruits	2699
26	fruits	99	sans	13035	papaye fraîche	fruits	fruits	2699
26	fruits	99	sans	13036	pastèque fraîche	fruits	fruits	2699
26	fruits	99	sans	13037	poire non pelée fraîche	fruits	fruits	2699
26	fruits	99	sans	13039	pomme non pelée fraîche	fruits	fruits	2699
26	fruits	99	sans	13040	pamplemousse frais	fruits	fruits	2699
26	fruits	99	sans	13041	prune reine-claude fraîche	fruits	fruits	2699
26	fruits	99	sans	13043	pêche non pelée fraîche	fruits	fruits	2699
26	fruits	99	sans	13044	raisin blanc frais	fruits	fruits	2699
26	fruits	99	sans	13045	raisin noir frais	fruits	fruits	2699
26	fruits	99	sans	13063	figue de barbarie	fruits	fruits	2699
26	fruits	99	sans	13066	kaki frais	fruits	fruits	2699
26	fruits	99	sans	13067	lime dit citron vert pulpe	fruits	fruits	2699
26	fruits	99	sans	13071	mûre noire de mûrier fraîche	fruits	fruits	2699
26	fruits	99	sans	13084	pêche pelée fraîche	fruits	fruits	2699
26	fruits	99	sans	13134	salade de fruits frais	fruits	fruits	2699
26	fruits	99	sans	13564	nèfle du japon fraîche	fruits	fruits	2699
26	fruits	99	sans	13997	fruits rouges frais (framboises, fraises, groseilles, cassis)	fruits	fruits	2699
26	fruits	99	sans	13999	fruit sans précision	fruits	fruits	2699
26	fruits	99	sans	90130	litchi sans précision	fruits	fruits	2699
26	fruits	99	sans	92049	autre fruit	fruits	fruits	2699
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13001	abricot sec	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13006	banane mi-sèche	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13011	datte sèche	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13013	figue sèche	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13042	pruneau sec	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13046	raisin sec	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	13051	mélange pour apéritif de fruits exotiques séchés	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	15015	purée de marrons en conserve	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	15020	châtaigne cuite à l'eau	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	1	fruits secs et châtaignes	15021	châtaigne grillée	dried fruits and oleaginous seeds	dried fruits	271
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15000	amande	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15001	cacahuète ou arachide	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15002	cacahuète grillée salée	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15004	noisette	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15005	noix	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15006	noix de coco amande mûre fraîche	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15007	noix de coco amande sèche	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15008	noix du brésil	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15009	pistache rôtie salée	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15010	graine de sésame et autres	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15011	graine de tournesol	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15019	noix de cajou salée	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	2	oléagineux et graines	15025	pignon de pin	dried fruits and oleaginous seeds	oleaginous fruits	272
27	fruits secs et graines oléagineuses	3	mélanges	15018	mélange pour apéritif de graines salées et raisin sec		dried fruit mix	273
27	fruits secs et graines oléagineuses	3	mélanges	15040	fruits secs ou séchés et graines oléagineuses sans précision		dried fruit mix	273
28	glaces et desserts glacés	1	glaces	39500	glace crème glacée sorbet ou glace à l'eau parfums divers	ice cream and frozen desserts	ice cream	281
28	glaces et desserts glacés	1	glaces	39503	glace enrobée de chocolat type esquimau	ice cream and frozen desserts	ice cream	281
28	glaces et desserts glacés	1	glaces	39507	crème glacée au chocolat type carte d'or chocolat	ice cream and frozen desserts	ice cream	281
28	glaces et desserts glacés	1	glaces	39508	glace en cornet	ice cream and frozen desserts	ice cream	281
28	glaces et desserts glacés	1	glaces	39600	crème glacée à la vanille type carte d'or vanille	ice cream and frozen desserts	ice cream	281
28	glaces et desserts glacés	2	desserts glacés	23472	profiteroles glace vanille et sauce chocolat	ice cream and frozen desserts	frozen dessert	282
28	glaces et desserts glacés	2	desserts glacés	31035	barre chocolatée glacée type mars twix snickers	ice cream and frozen desserts	frozen dessert	282
28	glaces et desserts glacés	2	desserts glacés	39401	pêche melba	ice cream and frozen desserts	frozen dessert	282
28	glaces et desserts glacés	2	desserts glacés	39518	omelette norvégienne	ice cream and frozen desserts	frozen dessert	282
28	glaces et desserts glacés	2	desserts glacés	39519	poire belle hélène	ice cream and frozen desserts	frozen dessert	282
28	glaces et desserts glacés	3	sorbets	31025	sorbet tout type	ice cream and frozen desserts	sorbet	283
29	chocolat	1	chocolat en tablettes	673	chocolat au lait fourré au praliné en tablette	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	677	chocolat noir fourré au praliné en tablette	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31004	chocolat au lait en tablette ou en barre type kinder maxi	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31005	chocolat noir 40% de cacao minimum en tablette à pâtisser ou à croquer	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31009	chocolat au lait et aux céréales croustillantes en tablette type crunch	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31010	chocolat blanc en tablette type galak	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31018	chocolat au lait aux fruits secs (amande noisette raisin sec) en tablette ou en	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31030	chocolat extra noir dégustation 70% de cacao sans sucres ajoutés avec édulcorant	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31070	chocolat noir aux fruits secs (amande noisette raisin sec praliné) en tablette	chocolate	chocolate	291
29	chocolat	1	chocolat en tablettes	31074	chocolat noir 70% de cacao minimum en tablette	chocolate	chocolate	291
29	chocolat	2	barres chocolatées	31000	barre chocolatée biscuitée type kit-kat lion ou twix	chocolate	chocolate bars	292
29	chocolat	2	barres chocolatées	31001	barre chocolatée non biscuitée enrobée type mars	chocolate	chocolate bars	292
29	chocolat	2	barres chocolatées	31002	barre à la noix de coco enrobée de chocolat type bounty	chocolate	chocolate bars	292
29	chocolat	2	barres chocolatées	31071	barre chocolatée aux fruits secs type nuts ou snickers	chocolate	chocolate bars	292
29	chocolat	2	barres chocolatées	31073	barre pour enfant au lait et au cacao type pingui	chocolate	chocolate bars	292
29	chocolat	3	pâte chocolatée à tartiner	31032	pâte à tartiner au chocolat et aux noisettes type nutella	chocolate	chocolate spread	293
30	sucres et dérivés	1	sucre et assimilés	31016	sucre blanc	sugar and byproducts	sugar	301
30	sucres et dérivés	1	sucre et assimilés	31017	sucre roux	sugar and byproducts	sugar	301
30	sucres et dérivés	1	sucre et assimilés	31076	sucre allégé type tutti free	sugar and byproducts	sugar	301
30	sucres et dérivés	1	sucre et assimilés	31077	fructose	sugar and byproducts	sugar	301
30	sucres et dérivés	1	sucre et assimilés	81052	sucre blanc ajouté au service	sugar and byproducts	sugar	301
30	sucres et dérivés	2	confiserie	15201	pâte d'amande fabrication industrielle	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	24520	meringue	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31003	bonbons tout type sauf gélifiés	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31007	chewing-gum sucré	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31014	pâte de fruits	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31033	nougat ou touron	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31041	confiserie dragéifiée au chocolat type smarties	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31042	confiserie à base de cacahuètes dragéifiées enrobées de chocolat type m&ms cacah	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31054	chewing-gum sans sucre	sugar and byproducts	sweets	302
30	sucres et dérivés	2	confiserie	31060	bonbons gélifiés	sugar and byproducts	sweets	302
30	sucres et dérivés	3	confiture et miel	31006	confiture ou marmelade tout type	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	31008	miel	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	31024	confiture de fraise	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	31037	confiture d'abricot	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	31038	confiture de cerise	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	31039	confiture d'orange	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	31110	confiture allégée	sugar and byproducts	jam honey	303
30	sucres et dérivés	3	confiture et miel	81067	confiture ajoutée au service	sugar and byproducts	jam honey	303
31	eaux	1	eau minérale plate	18045	eau minérale plate sans précision	water	still mineral water	311
31	eaux	1	eau minérale plate	76000	abatilles eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76001	aix les bains eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76003	alet eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76004	amanda eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76010	celtic eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76011	chambon eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76016	contrex eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76017	dax eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76020	évian eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76022	hépar eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76025	luchon eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76027	mont roucous eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76029	orée du bois eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76032	plancoët eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76043	saint amand vauban eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76044	saint antonin noble val eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76050	thonon eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76056	vittel eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76057	volvic eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76059	wattwiller eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76063	beckerich eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76065	chaudfontaine eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76067	courmayeur eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76073	san benedetto eau plate	water	still mineral water	311
31	eaux	1	eau minérale plate	76078	valvert eau plate	water	still mineral water	311
31	eaux	2	eau minérale gazeuse	18046	eau gazeuse sans précision	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76006	arcens eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76007	arvie eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76008	auvergne eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76013	châteauneuf eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76021	fonfort eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76024	la vernière eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76028	ogeu eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76031	parot eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76034	puits saint georges eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76035	quézac eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76037	rozana eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76039	salvetat eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76041	saint alban antonin eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76046	saint diéry eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76047	sainte marguerite eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76049	saint yorre eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76051	vals saint jean eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76052	vals vivaraise eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76054	vernet eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76055	vichy célestins eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76060	perrier eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76061	badoit eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76075	san pellegrino eau gazeuse	water	sparkling mineral water	312
31	eaux	2	eau minérale gazeuse	76079	apollinaris eau gazeuse	water	sparkling mineral water	312
31	eaux	3	eau du robinet	18066	eau du robinet	water	tap water	313
31	eaux	4	eau de source	18008	eau de source	water	spring water	314
31	eaux	5	autre eau	18009	eau minérale ou non faiblement minéralisée	water	other water	315
31	eaux	5	autre eau	18044	eau minérale sans précision	water	other water	315
31	eaux	5	autre eau	92053	autre eau minérale	water	other water	315
32	boissons fraîches sans alcool	1	jus de fruits	2000	jus d'ananas à base de concentré pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2002	cocktail de purs jus de fruits multivitaminé pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2004	jus de fruits sans précision	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2006	pur jus de carottes pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2007	jus de citron pressé maison	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2012	jus d'orange à base de concentré pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2013	jus d'orange pressé maison	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2014	jus de pomme à base de concentré pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2015	jus de pamplemousse à base de concentré pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2016	pur jus de raisin pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2021	pur jus de tomate pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2023	pur jus de mangue frais	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2025	pur jus de pamplemousse frais	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2027	pur jus de pamplemousse pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2031	pur jus de lime (citron vert) pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2034	pur jus de mandarine ou de clémentine pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2035	cocktail de purs jus de fruits pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2069	cocktail de jus de fruits à base de concentré pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2070	pur jus d'orange pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2073	pur jus d'ananas pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2074	pur jus de pomme pasteurisé	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	2075	jus de légumes	fresh drinks	juice	321
32	boissons fraîches sans alcool	1	jus de fruits	92052	autre jus de fruits	fresh drinks	juice	321
32	boissons fraîches sans alcool	2	nectars	2043	nectar d'abricot pasteurisé	fresh drinks	nectar	322
32	boissons fraîches sans alcool	2	nectars	2054	nectar de poire pasteurisé	fresh drinks	nectar	322
32	boissons fraîches sans alcool	2	nectars	2060	nectar de cocktail de fruits multivitaminé pasteurisé	fresh drinks	nectar	322
32	boissons fraîches sans alcool	2	nectars	2061	nectar de cocktail de fruits pasteurisé	fresh drinks	nectar	322
32	boissons fraîches sans alcool	2	nectars	2365	nectar de fruit de la passion pasteurisé	fresh drinks	nectar	322
32	boissons fraîches sans alcool	2	nectars	2375	nectar d'orange pasteurisé	fresh drinks	nectar	322
32	boissons fraîches sans alcool	3	boissons aux fruits	18304	boisson plate aux fruits 10 à 50% de jus à teneur réduite en sucre type minute m	fresh drinks	fruit drinks	323
32	boissons fraîches sans alcool	3	boissons aux fruits	18330	boisson plate aux fruits exotiques 10 à 50% de jus sucrée type banga exotique ou	fresh drinks	fruit drinks	323
32	boissons fraîches sans alcool	3	boissons aux fruits	18342	boisson plate à l'orange 10 à 50% de jus sucrée type oasis orange	fresh drinks	fruit drinks	323
32	boissons fraîches sans alcool	3	boissons aux fruits	18350	boisson diététique pour le sport type sunny delight powerade orange dunk isotoni	fresh drinks	fruit drinks	323
32	boissons fraîches sans alcool	4	sodas et colas	18001	soda sans jus de fruit light	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18010	limonade ou clear lime sucrée type seven'up ou sprite	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18018	soda au cola type coca-cola ou pepsi-cola	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18019	boisson gazeuse aux fruits 10 à 50% de jus sucrée type fanta orange	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18037	soda au cola à teneur réduite en sucre édulcorants + sucre type coca-cola blak	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18049	boisson gazeuse sucrée aux fruits moins de 10% de fruits type gini ou schweppes	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18060	soda au cola light type coca-cola light ou pepsi-cola light	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18301	boisson gazeuse au jus d'orange avec pulpe environ 14% de fruit sucrée type oran	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18340	boisson gazeuse aux fruits et aux édulcorants type fanta light orange ou orangin	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	4	sodas et colas	18344	tonic type schweppes indian tonic	fresh drinks	sodas colas	324
32	boissons fraîches sans alcool	5	autres boissons fraîches	1011	boisson ou apéritif anisé sans alcool	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	2008	cocktail sans alcool à base de jus de fruits et de sirop	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	5030	bière sans alcool type tourtel	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18011	eau de noix de coco	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18017	sirop aux extraits de fruits à diluer type menthe ou fraise	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18027	eau minérale ou de source aromatisée sans précision	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18029	boisson rafraîchissante sans alcool sans précision	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18041	lait de noix de coco	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18047	eau minérale ou de source aromatisée aux agrumes	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18058	sirop aux extraits de fruits dilué	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18065	boisson au thé aromatisée aux édulcorants type nestea pêche blanche light	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18075	boisson au thé aromatisée sucrée type nestea pêche blanche	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18220	citron ou lime préparation à diluer	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18341	boisson gazeuse à la pomme type brut de pomme ou champomy	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18343	boisson au jus de fruits et au lait type danao	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	18900	boisson au soja ou tonyu ou lait de soja nature	fresh drinks	other fresh drinks	325
32	boissons fraîches sans alcool	5	autres boissons fraîches	92054	autre boisson rafraîchissante sans alcool	fresh drinks	other fresh drinks	325
33	boissons alcoolisées	1	vin	5200	vin blanc 11°	alcohol	wine	331
33	boissons alcoolisées	1	vin	5201	vin blanc mousseux	alcohol	wine	331
33	boissons alcoolisées	1	vin	5203	vin rouge 10°	alcohol	wine	331
33	boissons alcoolisées	1	vin	5204	vin rouge 11°	alcohol	wine	331
33	boissons alcoolisées	1	vin	5205	vin rouge 12°	alcohol	wine	331
33	boissons alcoolisées	1	vin	5206	vin rosé 11°	alcohol	wine	331
33	boissons alcoolisées	1	vin	5207	champagne	alcohol	wine	331
33	boissons alcoolisées	1	vin	5208	vin rouge 13° et plus	alcohol	wine	331
33	boissons alcoolisées	1	vin	5210	vin sans précision	alcohol	wine	331
33	boissons alcoolisées	2	bière	5000	bière brune	alcohol	beer	332
33	boissons alcoolisées	2	bière	5001	bière cœur de marché à 4-5° d'alcool type kronenbourg ou 33 export	alcohol	beer	332
33	boissons alcoolisées	2	bière	5002	bière forte à plus de 8° d'alcool type duvel bavaria 8.6 ou leffe triple	alcohol	beer	332
33	boissons alcoolisées	2	bière	5010	bière spéciale à 5-6° d'alcool type 1664 pelforth ambrée ou fischer heineken	alcohol	beer	332
33	boissons alcoolisées	2	bière	5011	bière de spécialités ou d'abbaye régionales ou de brasserie degré d'alcool varia	alcohol	beer	332
33	boissons alcoolisées	3	cidre	5003	cidre	alcohol	cider	333
33	boissons alcoolisées	3	cidre	5006	cidre brut	alcohol	cider	333
33	boissons alcoolisées	3	cidre	5007	cidre doux	alcohol	cider	333
33	boissons alcoolisées	3	cidre	5020	cidre traditionnel	alcohol	cider	333
33	boissons alcoolisées	4	spiritueux et vins cuits	1000	pastis	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1001	eau-de-vie	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1002	gin	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1003	liqueurs	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1004	rhum	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1005	whisky	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1006	vin doux naturel ou vin muté autre que porto type muscat banyuls ou maury	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1007	apéritif à base de vin ou vermouth type martini	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1008	vodka	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	1009	apéritif à la gentiane	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	90150	cognac armagnac	alcohol	spirits fortified wine	334
33	boissons alcoolisées	4	spiritueux et vins cuits	90152	porto	alcohol	spirits fortified wine	334
33	boissons alcoolisées	5	cocktails et mélanges	42	cocktail type punch planteur	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	43	cocktail alcoolisé	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	1010	pastis prêt à boire (1+5)	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	1017	sangria	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	1018	kir	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	1019	kir royal	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	5004	panaché	alcohol	cocktails	335
33	boissons alcoolisées	5	cocktails et mélanges	5100	pétillant de fruits	alcohol	cocktails	335
34	café	99	sans	18004	café noir prêt à boire non sucré	coffee	coffee	3499
34	café	99	sans	18005	café soluble en poudre	coffee	coffee	3499
34	café	99	sans	18070	café décaféiné prêt à boire non sucré	coffee	coffee	3499
34	café	99	sans	18071	café expresso non sucré	coffee	coffee	3499
34	café	99	sans	18072	café soluble décaféiné reconstitué prêt à boire non sucré	coffee	coffee	3499
34	café	99	sans	18073	café soluble reconstitué prêt à boire non sucré	coffee	coffee	3499
34	café	99	sans	18151	café au lait ou café crème ou cappuccino non sucré	coffee	coffee	3499
35	autres boissons chaudes	1	cacao, poudres et boissons cacaotées	18002	boisson cacaotée sucrée au lait type cacolac	other hot drinks	cocoa	351
35	autres boissons chaudes	1	cacao, poudres et boissons cacaotées	18100	cacao en poudre non sucré type van houten	other hot drinks	cocoa	351
35	autres boissons chaudes	1	cacao, poudres et boissons cacaotées	18101	poudre cacaotée et sucrée pour boisson au chocolat	other hot drinks	cocoa	351
35	autres boissons chaudes	1	cacao, poudres et boissons cacaotées	18104	boisson instantanée cacaotée sucrée reconstituée	other hot drinks	cocoa	351
35	autres boissons chaudes	1	cacao, poudres et boissons cacaotées	18105	poudre cacaotée sucrée enrichie pour boisson	other hot drinks	cocoa	351
35	autres boissons chaudes	1	cacao, poudres et boissons cacaotées	18106	boisson instantanée cacaotée enrichie en vitamines reconstituée	other hot drinks	cocoa	351
35	autres boissons chaudes	2	chicorée et poudre maltée	18102	poudre maltée et sucrée pour boisson	other hot drinks	chicory	352
35	autres boissons chaudes	2	chicorée et poudre maltée	18150	poudre soluble à base de chicorée et de café type ricoré	other hot drinks	chicory	352
